Type,Name,Header
Poster,P196,./generated_poster_list.html#p196-adaptive-plasticity-of-root-system-architecture-as-a-response-to-nitrogen-availability-drives-yield-gain-over-time-in-us-maize-hybrids
Poster,P197,./generated_poster_list.html#p197-assembly-and-function-of-rhizosphere-microbiome-under-drought-stress-during-heterosis-manifestation-in-maize
Poster,P198,./generated_poster_list.html#p198-bridging-air-and-soil-adaptive-variation-of-maize-brace-roots-in-contrasting-environments
Poster,P199,./generated_poster_list.html#p199-cerca---circular-economy-that-reimagines-corn-agriculture
Poster,P200,./generated_poster_list.html#p200-categorical-and-quantitative-approaches-for-evaluating-maize-yield-response-to-nitrogen
Poster,P201,./generated_poster_list.html#p201-combining-canopy-architecture-and-plot-orientation-to-optimize-light-interception-and-distribution-for-improved-maize-grain-yield
Poster,P202,./generated_poster_list.html#p202-comparative-analysis-of-us-ex-pvp-and-“zemun-polje”-commercial-maize-inbred-lines-using-a-25k-snp-array
Poster,P203,./generated_poster_list.html#p203-cutting-back-on-canopy-tailoring-plant-architecture-for-the-agronomic-management-strategies-of-tomorrow-with-a-novel-genetic-modifier
Poster,P204,./generated_poster_list.html#p204-decomposing-complex-traits-in-maize-without-prior-knowledge
Poster,P205,./generated_poster_list.html#p205-designing-interpretable-ai-models-to-identify-drivers-of-maize-phenotypic-plasticity
Poster,P206,./generated_poster_list.html#p206-dissecting-genetic-diversity-and-flowering-related-traits-in-italian-maize-lines-through-gwas
Poster,P207,./generated_poster_list.html#p207-diverse-defense-responses-of-sorghum-and-corn-to-non-adapted-rust-pathogens
Poster,P208,./generated_poster_list.html#p208-do-we-need-dedicated-maize-varieties-for-perennial-groundcover-systems
Poster,P209,./generated_poster_list.html#p209-drought-tolerance-classification-using-unmanned-aerial-systems-with-rgb-and-multispectral-data
Poster,P210,./generated_poster_list.html#p210-dynamic-calibration-of-maize-growth-model-for-enhanced-decision-making-in-breeding-and-production
Poster,P211,./generated_poster_list.html#p211-engineering-maize-root-architecture-via-targeted-genome-editing-of-root-regulatory-genes
Poster,P212,./generated_poster_list.html#p212-engineering-synthetic-apomixis-in-maize
Poster,P213,./generated_poster_list.html#p213-evaluation-of-drought-tolerance–related-traits-in-native-maize-populations-from-the-northeast-of-mexico
Poster,P214,"./generated_poster_list.html#p214-evaluation-of-morphological-and-reproductive-traits-associated-with-drought-tolerance-in-native-maize-populations-from-the-state-of-coahuila,-mexico"
Poster,P215,./generated_poster_list.html#p215-expanding-the-use-of-biodiversity-to-safeguard-future-maize-production
Poster,P216,./generated_poster_list.html#p216-from-phenotypic-tradition-to-genomic-precision-maize-dus-20
Poster,P217,./generated_poster_list.html#p217-genetic-analysis-and-gene-cloning-of-maize-waterlogging-tolerant-germplasm-resource-material-hz32
Poster,P218,./generated_poster_list.html#p218-genetic-and-molecular-analyses-of-european-maize-landrace-for-resistance-to-fusarium-stalk-rot
Poster,P219,./generated_poster_list.html#p219-genetic-basis-of-leaf-orientation-responsiveness-and-yield-stability-in-maize-zea-mays-under-contrasting-row-spacing-and-cover-crop-management
Poster,P220,./generated_poster_list.html#p220-genetic-dissection-of-the-deep-phenotype-for-nitrogen-use-efficiency-in-maize
Poster,P221,./generated_poster_list.html#p221-genetic-diversity-and-identification-of-qtls-for-low-nitrogen-in-maize-doubled-haploid-lines-dhls
Poster,P222,./generated_poster_list.html#p222-genetic-mechanism-analysis-for-spontaneous-haploid-genome-doubling-in-maize
Poster,P223,./generated_poster_list.html#p223-genetic-pleiotropy-in-sorghum-using-a-503-trait-meta-analysis-spanning-18-years-of-studies
Poster,P224,./generated_poster_list.html#p224-genome-wide-response-to-divergent-selection-on-vegetative-phase-change-in-maize
Poster,P225,./generated_poster_list.html#p225-genomic-characterization-of-aafc’s-historical-maize-inbred-lines-and-their-application-in-gwas
Poster,P226,./generated_poster_list.html#p226-global-genetic-dissection-of-maize-teosinte-divergence-reveals-el3-2-as-a-pleiotropic-domestication-regulator
Poster,P227,./generated_poster_list.html#p227-how-well-do-gwas-methods-perform-on-twas-data
Poster,P228,./generated_poster_list.html#p228-identification-and-fine-mapping-of-quantitative-trait-loci-for-anthesis-silking-interval-in-maize
Poster,P229,./generated_poster_list.html#p229-impact-of-spontaneous-haploid-genome-doubling-on-haploid-induction-in-maize-haploid-inducers
Poster,P230,./generated_poster_list.html#p230-insights-into-the-biocontrol-potential-of-burkholderia-gladioli-b22-against-maize-stalk-rot-and-promoting-growth
Poster,P231,./generated_poster_list.html#p231-integrating-genomic-prediction-and-offset-using-dna-pool-genotyping-to-assess-maize-landrace-adaptation-and-select-accessions-for-pre-breeding
Poster,P232,./generated_poster_list.html#p232-ion-know-which-genes-control-elemental-traits!
Poster,P233,./generated_poster_list.html#p233-k-mer-based-gwas-as-a-complementary-approach-to-traditional-gwas-across-maize-and-sorghum-genomes
Poster,P234,./generated_poster_list.html#p234-leveraging-transcriptomic-modulation-to-enhance-genomic-prediction-of-hybrid-performance-across-environments
Poster,P235,./generated_poster_list.html#p235-long-term-selection-reshapes-the-maize-genome-by-elevating-standing-and-rare-beneficial-variants-to-drive-sustained-gains-in-kernel-oil-content
Poster,P236,./generated_poster_list.html#p236-map-based-cloning-identifies-two-qtl-genes-for-synergistic-control-of-husk-number-in-maize
Poster,P237,./generated_poster_list.html#p237-mining-allelic-diversity-of-maize-landraces-for-abiotic-and-biotic-stresses
Poster,P238,./generated_poster_list.html#p238-modeling-spatiotemporal-variation-in-genotype-by-environment-interactions-of-maize-flowering-time
Poster,P239,./generated_poster_list.html#p239-molecular-mechanism-of-maize-qel308-regulating-trehalose-metabolism-and-its-impact-on-ear-development
Poster,P240,./generated_poster_list.html#p240-multi-trait-synergic-selection-by-integrating-prior-genetic-and-environmental-information-in-crop-breeding
Poster,P241,./generated_poster_list.html#p241-multi-view-blup-a-promising-solution-for-post-omics-data-integrative-prediction
Poster,P242,./generated_poster_list.html#p242-natural-variation-of-liguleless1-promoter-bound-by-zmbhlh-narrows-maize-leaf-angle
Poster,P243,./generated_poster_list.html#p243-optimization-of-diabrotica-resistance-in-maize-by-enhanced-nematode-attraction
Poster,P244,./generated_poster_list.html#p244-parsing-genotype-interaction-effects-to-understand-the-genetic-architecture-of-maize-cuticular-wax-accumulation-across-environments
Poster,P245,./generated_poster_list.html#p245-phenotypic-analysis-of-transgenic-maize-events-under-water-stress-conditions
Poster,P246,./generated_poster_list.html#p246-phenotypic-characterization-of-us-maize-heirlooms
Poster,P247,./generated_poster_list.html#p247-plant–microorganism-interactions-as-novel-screening-criteria-in-maize-varietal-registration
Poster,P248,./generated_poster_list.html#p248-population-scale-rna-sequencing-reveals-host-genetic-control-of-phyllosphere-fungal-communities
Poster,P249,./generated_poster_list.html#p249-predicting-biomass-in-drought-stressed-young-maize-plants-with-machine-learning-using-genomic-and-phenomic-data
Poster,P250,./generated_poster_list.html#p250-quantitative-assessment-of-heterosis-and-combining-ability-for-strategic-hybrid-breeding-in-maize-for-silage
Poster,P251,./generated_poster_list.html#p251-rhizosheath-inhabiting-massilia-are-linked-to-heterosis-in-roots-of-maize
Poster,P252,./generated_poster_list.html#p252-roadmaps-to-rhizosphere-nitrogen-retention-breeding-crops-for-microbiome-associated-phenotypes
Poster,P253,./generated_poster_list.html#p253-rooting-for-ecosystem-services-through-haplotype-analysis
Poster,P254,./generated_poster_list.html#p254-screening-of-maize-photosynthetic-responses-at-low-temperatures-and-high-light
Poster,P255,./generated_poster_list.html#p255-seeking-the-molecular-drivers-of-hidden-chilling-susceptibility-in-maize
Poster,P256,./generated_poster_list.html#p256-single-cell-transcriptomics-reveals-cell-type-specific-signatures-of-heterosis-in-early-roots-of-maize
Poster,P257,./generated_poster_list.html#p257-sources-of-transcriptomic-variation-in-modern-maize
Poster,P258,./generated_poster_list.html#p258-stable-phenotypic-shade-avoidance-responses-to-low-red/far-red-ratio-and-shifting-resource-use-strategies-in-maize-hybrids-representing-100-years-of-long-term-breeding-for-yield
Poster,P259,./generated_poster_list.html#p259-systems-level-plant-microbiome-transcriptomics-to-explore-maize-and-rhizosphere-interactions-underlying-heat-stress-response
Poster,P260,./generated_poster_list.html#p260-temporal-2d–3d-phenotyping-reveals-dynamic-maize-architectural-development-across-the-growth-cycle
Poster,P261,./generated_poster_list.html#p261-the-complementarity-of-ex-pvp-temperate-and-tropical-lines-in-enhancing-grain-yield-in-tropical-environments
Poster,P262,"./generated_poster_list.html#p262-the-cornbox,-an-effective-platform-for-improving-nitrogen-utilization-in-us-corn-belt-maize"
Poster,P263,./generated_poster_list.html#p263-the-pheno_maize-project-uav-based-high-throughput-phenotyping-to-support-decision-making-in-maize-breeding
Poster,P264,"./generated_poster_list.html#p264-the-combination-of-linkage-mapping,-genome-wide-association-study,-and-dynamic-transcriptome-analysis-reveals-conserved-candidate-genes-for-salt-tolerance-in-maize"
Poster,P265,./generated_poster_list.html#p265-the-effect-of-selection-on-allele-frequencies-and-diversity-in-wheat-triticum-aestivum
Poster,P266,./generated_poster_list.html#p266-the-genetic-architecture-of-acyl-lipid-traits-in-maize-kernel-and-leaf
Poster,P267,./generated_poster_list.html#p267-understanding-the-morpho-physiological-framework-of-ear-flex-for-improving-yield-and-yield-stability-in-maize
Poster,P268,./generated_poster_list.html#p268-unlocking-sugar-potential-evaluating-sugar-content-of-waxy1/shrunken2-i-hybrids
Poster,P269,./generated_poster_list.html#p269-vegetation-indices-including-soil-confound-plant-health-and-canopy-cover-multi-environment-analysis-of-maize-temporal-progression
Poster,P270,./generated_poster_list.html#p270-zmnags-enhances-maize-kernel-size-and-grain-yield-through-increasing-photosynthesis-and-starch-content
Poster,P271,./generated_poster_list.html#p271-qgsr202-confers-recessive-resistance-to-stalk-rot-and-ear-rot-in-maize
Keynote,KS1,./generated_keynote_list.html#ks1-genome-regulation-going-loopy-studying-enhancer-promoter-interactions---a-view-from-metazoans
Keynote,KS2,./generated_keynote_list.html#ks2-the-cell-biology-of-genetics
Keynote,KS3,./generated_keynote_list.html#ks3-towards-a-blueprint-for-growth-regulation
Keynote,KS4,"./generated_keynote_list.html#ks4-to-clone-or-not-to-clone-qtls-20-years-on---progress,-pitfalls,-and-future-directions"
Keynote,KS5,./generated_keynote_list.html#ks5-bridging-plant-communication-and-inclusive-community-networks
Keynote,M1,./generated_keynote_list.html#m1-single-cell-and-spatial-genomics-of-plant
Lightning,L1,./generated_lightning_list.html#l1-genetic-interaction-between-gl15-and-fdl1-modulates-juvenile-cuticle-deposition-and-leaf-permeability-in-maize
Lightning,L2,./generated_lightning_list.html#l2-identification-and-characterization-of-molecular-drivers-of-nitrogen-remobilization-in-maize-during-grain-filling
Lightning,L3,./generated_lightning_list.html#l3-understanding-expression-dynamics-of-flowering-time-genes-from-a-gene-network-perspective
Lightning,L4,./generated_lightning_list.html#l4-application-of-a-ternary-agrobacterium-mediated-transformation-system-coupled-with-morphogenesis-regulators-enables-efficient-genome-editing-in-temperate-and-tropical-maize
Lightning,L5,./generated_lightning_list.html#l5-spatiotemporal-transcriptomics-reveals-zmgras90-as-an-early-determinant-of-maize-aleurone-and-basal-endosperm-fate-specification
Lightning,L6,./generated_lightning_list.html#l6-how-to-reproducibly-pattern-a-meristem-despite-size-variability
Lightning,L7,./generated_lightning_list.html#l7-disrupted-gamete-interaction-in-maize-gex2-mutants-biases-fertilization-toward-egg-cell-only-fertilization-and-promotes-heterofertilization
Lightning,L8,./generated_lightning_list.html#l8-effector-driven-developmental-reprogramming-during-ustilago-maydis–induced-gall-formation
Lightning,L9,./generated_lightning_list.html#l9-spatial-regulation-of-cell-wall-remodeling-shapes-maize-digestibility-under-drought
Lightning,L10,./generated_lightning_list.html#l10-linking-carbon-metabolism-to-meiotic-entry-in-maize-anthers-from-bulk-to-single-cell-resolution
Lightning,L11,./generated_lightning_list.html#l11-plastochron-regulation-in-maize-spatial-transcriptomics-reveals-transcriptional-changes-in-the-plastochron1-mutant
Lightning,L12,./generated_lightning_list.html#l12-genome-wide-investigation-of-recombination-in-the-presence-of-maize-b-chromosomes
Lightning,L13,./generated_lightning_list.html#l13-engineering-a-maize-mini-b-chromosome-as-a-platform-for-site-specific-gene-integration
Lightning,L14,./generated_lightning_list.html#l14-cytogenetic-analyses-of-mutants-of-class-i-and-class-ii-crossover-regulators-in-maize
Lightning,L15,./generated_lightning_list.html#l15-homologous-chromosome-interactions-reshape-chromatin-accessibility-contribute-to-hybrid-vigor-in-maize
Lightning,L16,./generated_lightning_list.html#l16-localized-stimulation-of-meiotic-crossovers-through-the-juxtaposition-of-heterozygous-and-homozygous-regions
Lightning,L17,./generated_lightning_list.html#l17-pan-genome-and-ai-identify-causal-variants-for-maize-highland-adaptation
Lightning,L18,./generated_lightning_list.html#l18-convergent-genome--and-gene-level-constraints-shape-repeated-environmental-adaptation-in-grasses
Lightning,L19,./generated_lightning_list.html#l19-do-we-need-dedicated-maize-varieties-for-perennial-groundcover-systems
Lightning,L20,./generated_lightning_list.html#l20-from-phenotypic-tradition-to-genomic-precision-maize-dus-20
Lightning,L21,./generated_lightning_list.html#l21-single-cell-transcriptomics-reveals-cell-type-specific-signatures-of-heterosis-in-early-roots-of-maize
Lightning,L22,./generated_lightning_list.html#l22-a-dynamic-genotype-environment-integration-approach-decodes-the-genetic-basis-of-phenotypic-plasticity-in-maize
Lightning,L23,./generated_lightning_list.html#l23-population-scale-rna-sequencing-reveals-host-genetic-control-of-phyllosphere-fungal-communities
Lightning,L24,./generated_lightning_list.html#l24-quantitative-assessment-of-heterosis-and-combining-ability-for-strategic-hybrid-breeding-in-maize-for-silage
Lightning,L25,./generated_lightning_list.html#l25-temporal-2d–3d-phenotyping-reveals-dynamic-maize-architectural-development-across-the-growth-cycle
Lightning,L26,./generated_lightning_list.html#l26-qgsr202-confers-recessive-resistance-to-stalk-rot-and-ear-rot-in-maize
Lightning,L27,./generated_lightning_list.html#l27-phenotypic-characterization-of-us-maize-heirlooms
Lightning,L28,./generated_lightning_list.html#l28-predicting-biomass-in-drought-stressed-young-maize-plants-with-machine-learning-using-genomic-and-phenomic-data
Lightning,L29,./generated_lightning_list.html#l29-characterization-of-two-epigenetically-regulated-abi3-vp1-transcription-factors-in-zea-mays-maize
Lightning,L30,./generated_lightning_list.html#l30-detecting-activity-of-hopscotch-family-long-terminal-repeat-retrotransposons-in-zea-mays
